Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Suburb,Propertycount,Postcode,zipcode,price,weekly_price,monthly_price
h,600500.0,12.1,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,730000.0,12.1,3.0,1.0,2.0,570.0,134.0,1970.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,800000.0,12.1,3.0,2.0,2.0,565.0,116.0,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,918000.0,12.1,4.0,2.0,2.0,763.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
t,750000.0,12.1,3.0,2.0,2.0,301.0,251.0,2011.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,740000.0,12.1,3.0,1.0,1.0,568.0,115.0,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,721000.0,12.1,3.0,1.0,3.0,539.0,,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,646000.0,12.1,3.0,1.0,2.0,574.0,106.0,1970.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,545000.0,12.1,3.0,2.0,3.0,230.0,113.0,2000.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,770000.0,12.1,3.0,1.0,2.0,700.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,777000.0,12.1,3.0,1.0,2.0,700.0,176.0,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,722000.0,12.1,3.0,3.0,1.0,580.0,103.0,1950.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,545000.0,12.1,2.0,1.0,3.0,591.0,102.0,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
t,510000.0,12.1,3.0,2.0,2.0,234.0,115.0,2012.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,542500.0,12.1,2.0,1.0,1.0,359.0,,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,631500.0,12.1,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,750074.0,12.1,4.0,2.0,1.0,302.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,591000.0,12.1,3.0,1.0,1.0,557.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,550000.0,12.1,3.0,1.0,3.0,610.0,142.0,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,330000.0,12.1,2.0,1.0,1.0,249.0,2.0,1970.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,800000.0,12.1,5.0,2.0,1.0,808.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,725000.0,12.1,3.0,2.0,4.0,560.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,815000.0,12.1,4.0,2.0,2.0,672.0,,1950.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,715888.0,12.1,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,650000.0,12.1,4.0,1.0,4.0,588.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
t,468000.0,12.1,2.0,1.0,1.0,137.0,110.0,2012.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,1102000.0,12.1,3.0,1.0,2.0,1020.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,515000.0,12.1,2.0,1.0,2.0,345.0,79.0,1990.0,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,716000.0,12.1,3.0,1.0,2.0,594.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,640000.0,12.1,2.0,1.0,1.0,612.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
h,460000.0,12.1,2.0,1.0,4.0,360.0,,,Moreland,Hadfield,2606.0,3046.0,3046.0,60.0,400.0,630.0
u,895000.0,13.7,2.0,1.0,1.0,228.0,87.0,1975.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,587000.0,13.7,2.0,1.0,1.0,0.0,74.0,1975.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2800000.0,13.7,3.0,3.0,2.0,701.0,320.0,2015.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,720000.0,13.7,2.0,1.0,1.0,832.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,3250000.0,13.7,4.0,3.0,2.0,928.0,300.0,1904.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2140000.0,13.7,4.0,2.0,3.0,688.0,187.0,1925.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1600000.0,13.7,4.0,2.0,2.0,607.0,242.0,2011.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,2200000.0,13.7,3.0,2.0,3.0,1402.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1003500.0,13.7,3.0,1.0,2.0,289.0,109.0,1998.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,802000.0,13.7,2.0,1.0,1.0,0.0,85.0,1965.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,1500000.0,13.7,4.0,1.0,1.0,692.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1686500.0,13.7,4.0,2.0,2.0,664.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1400000.0,13.7,5.0,2.0,2.0,434.0,168.0,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1560000.0,13.7,3.0,1.0,3.0,593.0,125.0,1955.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,680000.0,13.7,2.0,1.0,2.0,0.0,78.0,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1715000.0,13.7,3.0,1.0,2.0,765.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,760000.0,13.7,2.0,1.0,1.0,90.0,86.0,1985.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,616000.0,13.7,2.0,1.0,1.0,0.0,104.0,2005.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1680000.0,13.7,4.0,1.0,1.0,723.0,90.0,1955.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2520000.0,13.7,5.0,4.0,2.0,661.0,,1960.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,890000.0,13.7,1.0,2.0,2.0,181.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1120000.0,13.7,4.0,2.0,3.0,373.0,113.0,1984.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,3200000.0,13.7,4.0,3.0,3.0,760.0,325.0,1920.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1250000.0,13.7,4.0,3.0,2.0,398.0,220.0,2014.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2420000.0,13.7,3.0,3.0,2.0,560.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2000000.0,13.7,4.0,3.0,4.0,615.0,248.0,1925.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2880000.0,13.7,4.0,3.0,2.0,687.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1805000.0,13.7,4.0,2.0,2.0,700.0,224.0,1950.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1460000.0,13.7,4.0,2.0,2.0,487.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1403000.0,13.7,3.0,1.0,2.0,495.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1682000.0,13.7,3.0,1.0,1.0,767.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1875000.0,13.7,4.0,2.0,3.0,685.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2600000.0,13.7,3.0,1.0,2.0,1504.0,162.0,1900.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,685000.0,13.7,2.0,1.0,2.0,0.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2400000.0,13.7,4.0,2.0,2.0,663.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1615000.0,13.7,2.0,1.0,1.0,801.0,,1934.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1450000.0,13.7,4.0,2.0,3.0,450.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,786000.0,13.7,2.0,1.0,1.0,162.0,,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,742000.0,13.7,2.0,3.0,2.0,245.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1050000.0,13.7,3.0,2.0,2.0,357.0,120.0,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1690000.0,13.7,2.0,1.0,1.0,319.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,810000.0,13.7,3.0,1.0,1.0,195.0,115.0,1960.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1460000.0,13.7,3.0,2.0,2.0,413.0,137.0,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1620000.0,13.7,3.0,1.0,2.0,783.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1420000.0,13.7,3.0,2.0,2.0,277.0,,2012.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2400000.0,13.7,4.0,2.0,4.0,802.0,,1935.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,3075000.0,13.7,3.0,2.0,2.0,830.0,204.0,1901.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,3201000.0,13.7,5.0,3.0,2.0,760.0,,1935.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,875500.0,13.7,2.0,2.0,1.0,225.0,118.0,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,1400000.0,13.7,3.0,2.0,1.0,211.0,,2000.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,1457500.0,13.7,3.0,2.0,2.0,0.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2600000.0,13.7,5.0,4.0,2.0,1000.0,324.0,1950.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1465000.0,13.7,2.0,1.0,2.0,581.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1705000.0,13.7,5.0,2.0,2.0,648.0,364.0,1950.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1610000.0,13.7,3.0,1.0,2.0,569.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,750000.0,13.7,2.0,1.0,2.0,153.0,,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1320000.0,13.7,3.0,2.0,2.0,320.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,896000.0,13.7,2.0,2.0,2.0,677.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1450000.0,13.7,3.0,2.0,2.0,413.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,898000.0,13.7,2.0,1.0,1.0,266.0,,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1515000.0,13.7,4.0,2.0,0.0,611.0,613.0,1950.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2980000.0,13.7,5.0,3.0,2.0,694.0,323.0,2011.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2200000.0,13.7,4.0,3.0,4.0,583.0,305.0,2000.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,500000.0,13.7,1.0,1.0,1.0,0.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,1100000.0,13.7,3.0,2.0,1.0,355.0,140.0,1987.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,800000.0,13.7,2.0,1.0,2.0,282.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,3325000.0,13.7,4.0,3.0,2.0,627.0,303.0,1997.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,691000.0,13.7,2.0,1.0,1.0,0.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,450000.0,13.7,2.0,2.0,1.0,0.0,70.0,2007.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,738000.0,13.7,2.0,1.0,2.0,3414.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,1140000.0,13.7,3.0,2.0,2.0,224.0,,1999.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,500000.0,13.7,2.0,1.0,1.0,0.0,61.0,1970.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1460000.0,13.7,4.0,3.0,2.0,562.0,228.0,1950.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2800000.0,13.7,4.0,3.0,2.0,1093.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,820000.0,13.7,3.0,2.0,2.0,0.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
t,915500.0,13.7,2.0,2.0,1.0,0.0,148.0,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1740000.0,13.7,4.0,3.0,2.0,414.0,209.0,1950.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2450000.0,13.7,1.0,2.0,0.0,994.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1800000.0,13.7,4.0,2.0,1.0,667.0,184.0,1935.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2160000.0,13.7,4.0,2.0,1.0,577.0,231.0,1940.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,1800000.0,13.7,2.0,2.0,2.0,920.0,,,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2439500.0,13.7,3.0,2.0,2.0,662.0,,1880.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2250000.0,13.7,5.0,2.0,2.0,647.0,260.0,1925.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
h,2130000.0,13.7,4.0,2.0,2.0,714.0,188.0,1925.0,Bayside,Hampton,5454.0,3188.0,3188.0,163.0,650.0,2500.0
u,400000.0,14.5,2.0,1.0,1.0,0.0,75.0,1960.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,952000.0,14.5,3.0,2.0,2.0,246.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1255000.0,14.5,3.0,2.0,2.0,614.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
t,1020000.0,14.5,2.0,2.0,2.0,221.0,171.0,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,926000.0,14.5,2.0,2.0,2.0,393.0,140.0,1950.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1070000.0,14.5,3.0,1.0,3.0,583.0,106.0,1970.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
u,801000.0,14.5,2.0,1.0,1.0,217.0,107.0,1994.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
t,1150000.0,14.5,3.0,2.0,1.0,0.0,3.0,2005.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
u,472000.0,14.5,2.0,1.0,1.0,215.0,68.0,2007.0,Kingston,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1471000.0,14.5,3.0,2.0,2.0,732.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,830000.0,14.5,2.0,1.0,2.0,658.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1195000.0,14.5,3.0,1.0,2.0,601.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1300000.0,14.5,3.0,2.0,2.0,586.0,150.0,1950.0,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1416000.0,14.5,4.0,2.0,2.0,575.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1200000.0,14.5,4.0,2.0,2.0,0.0,154.0,2002.0,Kingston,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
u,865000.0,14.5,3.0,2.0,2.0,317.0,,,Bayside,Hampton East,2356.0,3188.0,3188.0,163.0,650.0,2500.0
h,1650000.0,4.6,4.0,2.0,2.0,317.0,210.0,2005.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,2670000.0,4.6,4.0,2.0,1.0,336.0,235.0,1905.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1480000.0,4.6,3.0,1.0,0.0,228.0,116.0,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,348000.0,4.6,1.0,1.0,1.0,0.0,53.0,1950.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,320000.0,4.6,1.0,1.0,0.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,1189000.0,4.6,3.0,1.0,1.0,181.0,122.0,1969.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,610000.0,4.6,2.0,2.0,1.0,85.0,82.0,2014.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,575000.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,600000.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,492000.0,4.6,1.0,1.0,1.0,0.0,63.0,1995.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,891000.0,4.6,3.0,1.0,1.0,1585.0,,1970.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,806000.0,4.6,2.0,1.0,1.0,0.0,64.0,1930.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1155000.0,4.6,2.0,1.0,2.0,235.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,2000000.0,4.6,3.0,2.0,1.0,460.0,176.0,1940.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,500000.0,4.6,2.0,1.0,1.0,0.0,,2007.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,753000.0,4.6,2.0,1.0,2.0,0.0,88.0,1960.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,330000.0,4.6,1.0,1.0,1.0,0.0,52.0,1970.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1420000.0,4.6,3.0,1.0,0.0,218.0,108.0,1890.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,956000.0,4.6,3.0,2.0,2.0,189.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,418000.0,4.6,2.0,1.0,0.0,1056.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,495000.0,4.6,2.0,1.0,1.0,0.0,60.0,2014.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,525000.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,430000.0,4.6,2.0,1.0,1.0,1997.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,365000.0,4.6,1.0,1.0,1.0,0.0,,1975.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,580000.0,4.6,2.0,1.0,1.0,1089.0,76.0,2003.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1300000.0,4.6,3.0,2.0,1.0,341.0,155.0,1938.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1300000.0,4.6,3.0,1.0,0.0,232.0,90.0,1900.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,575000.0,4.6,2.0,2.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,335000.0,4.6,1.0,1.0,1.0,3132.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,440000.0,4.6,2.0,1.0,1.0,0.0,52.0,1970.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,1000000.0,4.6,3.0,3.0,2.0,0.0,145.0,1999.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,2610000.0,4.6,4.0,2.0,7.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1741000.0,4.6,3.0,1.0,1.0,383.0,109.0,1910.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,2325000.0,4.6,3.0,2.0,1.0,373.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,545000.0,4.6,2.0,1.0,1.0,0.0,,2004.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,655000.0,4.6,2.0,1.0,1.0,0.0,78.0,1960.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,2920000.0,4.6,2.0,1.0,3.0,791.0,,1928.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,488000.0,4.6,1.0,1.0,1.0,0.0,57.0,2004.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1510000.0,4.6,3.0,2.0,2.0,264.0,,1970.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,450000.0,4.6,1.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,2065000.0,4.6,3.0,1.0,1.0,351.0,150.0,1910.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,350000.0,4.6,1.0,1.0,1.0,0.0,51.0,1960.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,645000.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
t,1400000.0,4.6,3.0,2.0,2.0,299.0,,1960.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1712000.0,4.6,3.0,1.0,1.0,342.0,130.0,1900.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,520000.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,480000.0,4.6,1.0,1.0,1.0,0.0,50.0,1940.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,630000.0,4.6,2.0,1.0,1.0,71.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,3225000.0,4.6,4.0,2.0,2.0,665.0,220.0,1890.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,517000.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,320000.0,4.6,1.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1828500.0,4.6,2.0,1.0,0.0,243.0,,1885.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,400000.0,4.6,1.0,1.0,1.0,0.0,41.0,1950.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,1650000.0,4.6,4.0,2.0,3.0,207.0,180.0,2002.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,587500.0,4.6,2.0,1.0,1.0,1099.0,72.0,1965.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,560000.0,4.6,2.0,1.0,1.0,0.0,70.0,2013.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1936000.0,4.6,4.0,2.0,1.0,218.0,173.0,1890.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,487500.0,4.6,2.0,1.0,1.0,0.0,,,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
u,630000.0,4.6,3.0,1.0,1.0,0.0,75.0,1970.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
h,1560000.0,4.6,3.0,2.0,0.0,198.0,148.0,1910.0,Boroondara,Hawthorn,11308.0,3122.0,3122.0,86.5,600.0,2974.0
