# Loan dataset based on the Kaggle Home Equity dataset,,,,,,,,,,
# Available at: https://www.kaggle.com/ajay1735/hmeq-data,,,,,,,,,,
#,,,,,,,,,,
# Context,,,,,,,,,,
# =======,,,,,,,,,,
# The consumer credit department of a bank wants to automate the decisionmaking,,,,,,,,,,
# process for approval of home equity lines of credit. To do this,they will,,,,,,,,,
# follow the recommendations of the Equal Credit Opportunity Act to create an,,,,,,,,,,
# empirically derived and statistically sound credit scoring model. The model,,,,,,,,,,
# will be based on data collected from recent applicants granted credit through,,,,,,,,,,
# the current process of loan underwriting. The model will be built from,,,,,,,,,,
# predictive modeling tools,but the created model must be sufficiently,,,,,,,,,
# interpretable to provide a reason for any adverse actions (rejections).,,,,,,,,,,
#,,,,,,,,,,
# Content,,,,,,,,,,
# =======,,,,,,,,,,
# The Home Equity dataset (HMEQ) contains baseline and loan performance,,,,,,,,,,
# information for 5,960 recent home equity loans. The target (BAD) is a binary,,,,,,,,,
# variable indicating whether an applicant eventually defaulted or was,,,,,,,,,,
# seriously delinquent. This adverse outcome occurred in 1,189 cases (20%). For,,,,,,,,,
# each applicant,12 input variables were recorded.,,,,,,,,,
#,,,,,,,,,,
# Attributes,,,,,,,,,,
# ==========,,,,,,,,,,
# Name    Description,,,,,,,,,,
# TARGET  Label: 1 = client defaulted on loan - 0 = loan repaid,,,,,,,,,,
# LOAN    Amount of the loan request,,,,,,,,,,
# MORTDUE Amount due on existing mortgage,,,,,,,,,,
# VALUE   Value of current property,,,,,,,,,,
# YOJ     Years at present job,,,,,,,,,,
# DEROG   Number of major derogatory reports,,,,,,,,,,
# DELINQ  Number of delinquent credit lines,,,,,,,,,,
# CLAGE   Age of oldest trade line in months,,,,,,,,,,
# NINQ    Number of recent credit lines,,,,,,,,,,
# CLNO    Number of credit lines,,,,,,,,,,
# DEBTINC Debt-to-income ratio,,,,,,,,,,
#,,,,,,,,,,
TARGET,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,10500,41467.0,58329.0,2.0,0.0,0.0,18.771.348.615,0.0,22.0,2.786.112.392
0,10700,67065.0,96171.0,9.0,0.0,0.0,20.500.760.033,3.0,28.0,41.587.201.191
0,9600,46683.0,61773.0,1.0,0.0,0.0,17.105.844.903,1.0,20.0,38.005.289.311.999.900
0,28900,102108.0,147463.0,19.0,0.0,0.0,2.058.658.949,0.0,13.0,41.654.211.317
0,13000,80277.0,106799.0,3.0,0.0,0.0,67.111.665.924,2.0,14.0,37.297.772.993
0,27100,44095.0,77587.0,14.0,1.0,0.0,92.140.029.015,6.0,15.0,33.535.547.201
0,13000,66014.0,85528.0,4.0,2.0,3.0,18.564.499.392,2.0,30.0,3.941.871.848
0,26700,129559.0,170042.0,1.0,0.0,0.0,23.264.617.336,1.0,24.0,34.117.532.893
0,37700,31687.0,76454.0,5.0,0.0,0.0,19.235.167.019,2.0,18.0,23.873.408.822
0,16500,77049.0,98658.0,5.0,3.0,0.0,77.992.816.106,0.0,21.0,23.120.073.801
0,31500,10879.0,58089.0,0.0,0.0,0.0,94.248.035.718,0.0,5.0,38.662.402.273.000.000
0,30100,138322.0,186139.0,2.0,0.0,0.0,21.575.086.797,2.0,19.0,39.189.141.603
0,22200,67626.0,109042.0,4.0,0.0,0.0,20.396.491.282,0.0,12.0,31.529.028.699
0,13500,89184.0,116848.0,13.0,0.0,0.0,17.450.640.819,1.0,18.0,36.010.891.518
0,6900,49932.0,66042.0,20.0,0.0,0.0,20.448.458.275,0.0,19.0,21.855.494.126
0,17900,38233.0,63578.0,6.0,1.0,0.0,791.215.828,2.0,9.0,26.518.830.695
0,8100,26886.0,36527.0,12.0,0.0,0.0,18.841.982.641,0.0,13.0,24.865.567.185
0,15600,102572.0,112721.0,3.0,0.0,1.0,27.127.079.103,0.0,33.0,29.634.414.887
0,17300,51185.0,65537.0,6.0,0.0,1.0,12.983.794.119,3.0,49.0,29.311.594.064
0,10700,50210.0,64838.0,9.0,0.0,0.0,95.039.168.276,2.0,34.0,40.396.233.444
0,27600,57327.0,87683.0,0.0,0.0,0.0,9.852.177.100.200.000,0.0,23.0,34.760.575.409
0,14800,76875.0,95893.0,4.0,2.0,0.0,8.875.457.479.399.990,0.0,21.0,24.224.695.417
0,18900,64290.0,87837.0,2.0,0.0,0.0,30.900.545.799,3.0,15.0,42.168.358.483
0,3600,100693.0,114743.0,6.0,0.0,0.0,88.470.452.135,0.0,14.0,29.393.543.381.999.900
0,15500,59316.0,80837.0,1.0,0.0,0.0,12.691.272.316,3.0,11.0,35.901.463.044
0,18000,88509.0,112933.0,4.0,0.0,0.0,15.080.236.935,1.0,21.0,23.200.941.214
0,20800,46434.0,68490.0,6.0,0.0,0.0,17.128.347.285,2.0,26.0,35.999.296.466
0,9700,77394.0,86917.0,16.0,0.0,1.0,8.146.140.046.100.000,0.0,9.0,27.705.856.544
0,13700,95065.0,123858.0,9.0,0.0,0.0,17.695.253.246,0.0,27.0,34.596.837.528
0,12100,74594.0,90555.0,4.0,0.0,0.0,12.377.662.458,2.0,27.0,41.634.847.306
0,24200,104005.0,158224.0,14.0,0.0,0.0,17.562.208.285,0.0,25.0,33.992.424.446
0,30000,15214.0,38094.0,26.0,0.0,0.0,19.946.979.091,0.0,15.0,39.549.873.804
0,10200,73157.0,83858.0,3.0,0.0,0.0,1.935.089.634,0.0,16.0,29.087.994.720.999.900
0,15900,16744.0,52234.0,3.0,0.0,0.0,28.841.594.954,0.0,16.0,17.452.227.433
0,22500,44228.0,86872.0,24.0,0.0,0.0,25.628.691.889,1.0,6.0,26.853.259.022
0,8700,79062.0,98038.0,4.0,0.0,0.0,13.926.403.364,0.0,26.0,33.578.035.539
0,9400,85448.0,94101.0,2.0,0.0,0.0,10.411.336.317,2.0,32.0,3.954.184.797
0,18900,100416.0,161147.0,1.0,0.0,0.0,21.609.704.957,1.0,18.0,38.460.499.883.000.000
0,41600,365528.0,469694.0,3.0,0.0,0.0,30.498.288.407,3.0,15.0,43.363.624.328
0,6100,68743.0,65321.0,3.0,1.0,0.0,1.530.667.831,0.0,22.0,4.015.052.706
0,10600,73844.0,107640.0,3.0,0.0,0.0,9.297.949.051.100.000,0.0,34.0,37.319.289.307
0,25200,74038.0,114722.0,9.0,0.0,1.0,30.400.415.592,1.0,28.0,31.360.727.251
0,23300,143821.0,177028.0,8.0,0.0,0.0,32.092.343.613,0.0,16.0,44.752.958.858.999.900
0,17900,110332.0,130756.0,2.0,0.0,1.0,28.865.558.416,1.0,47.0,41.946.375.198
0,24200,63229.0,89394.0,15.0,0.0,0.0,8.466.879.154.899.990,0.0,16.0,35.604.886.706
0,8700,50711.0,87898.0,4.0,0.0,0.0,2.095.214.385,4.0,30.0,32.743.007.077
0,33000,54821.0,104724.0,1.0,0.0,0.0,16.430.091.872,1.0,24.0,34.391.907.469
0,22200,138121.0,180144.0,22.0,0.0,0.0,24.070.306.903,1.0,24.0,40.621.894.155.999.900
0,22200,64809.0,96831.0,17.0,0.0,0.0,63.905.817.227,0.0,24.0,22.614.181.908.000.000
0,14100,86730.0,117667.0,1.0,0.0,2.0,13.435.557.450.000.000,0.0,34.0,3.198.051.047
0,16000,77067.0,94613.0,5.0,0.0,0.0,2.074.133.904,3.0,18.0,41.058.989.067
0,5700,100934.0,111496.0,23.0,0.0,0.0,11.749.959.288,0.0,12.0,38.750.562.668
0,69700,192163.0,293901.0,10.0,0.0,0.0,22.214.752.562,2.0,24.0,29.038.235.991.999.900
0,15400,30703.0,57184.0,10.0,0.0,0.0,12.280.432.653,0.0,10.0,18.150.902.154
0,8200,117314.0,132770.0,4.0,0.0,1.0,17.633.454.149,0.0,19.0,3.455.205.243
0,35200,239987.0,43028.0,2.0,0.0,1.0,21.018.900.524,3.0,49.0,41.336.626.730.999.900
0,17200,48999.0,76544.0,5.0,0.0,0.0,24.052.274.651,3.0,31.0,32.841.753.914
0,8000,70546.0,81272.0,4.0,0.0,0.0,11.906.692.204,0.0,31.0,33.361.586.300.999.900
0,26700,186185.0,233480.0,0.0,0.0,0.0,29.057.883.702,1.0,32.0,41.741.201.045
0,33700,26395.0,48905.0,6.0,0.0,0.0,48.710.053.215,0.0,7.0,3.642.433.271
0,21200,67272.0,107667.0,5.0,0.0,0.0,22.412.044.079,0.0,12.0,30.510.532.094.000.000
0,13200,155478.0,183646.0,5.0,0.0,0.0,19.624.137.089,1.0,55.0,35.602.875.363
0,15700,111367.0,127421.0,16.0,0.0,0.0,18.423.480.732,1.0,18.0,4.103.530.607
0,20000,9647.0,31920.0,0.0,1.0,0.0,24.686.231.454,1.0,3.0,2.894.036.033
0,20700,107766.0,146937.0,12.0,0.0,2.0,22.313.789.747,0.0,24.0,42.547.274.756
0,34300,146171.0,196270.0,19.0,0.0,0.0,19.555.580.104,1.0,21.0,37.949.593.406.999.900
0,23200,131804.0,171144.0,6.0,0.0,0.0,19.776.872.804,0.0,37.0,19.778.851.787
0,26600,94954.0,131913.0,0.0,1.0,0.0,18.714.082.357,2.0,37.0,35.270.113.219
0,9600,50655.0,59502.0,0.0,0.0,0.0,93.432.844.102,0.0,20.0,37.982.353.508
0,13300,66502.0,78138.0,4.0,0.0,0.0,17.811.210.649.999.900,1.0,16.0,33.795.091.238.000.000
0,15000,65584.0,92582.0,10.0,0.0,0.0,82.948.973.217,2.0,10.0,34.317.240.799.000.000
0,17700,82302.0,111228.0,4.0,0.0,0.0,11.845.590.359.999.900,0.0,25.0,37.160.561.204.000.000
0,10400,63626.0,79477.0,12.0,0.0,0.0,26.079.726.222,0.0,27.0,27.942.866.028
0,18400,94280.0,122172.0,23.0,0.0,0.0,28.004.883.361,2.0,16.0,33.363.528.658
0,26300,87291.0,122531.0,10.0,0.0,1.0,12.848.325.812,0.0,18.0,27.837.509.605
0,8200,67489.0,80145.0,2.0,0.0,0.0,10.439.650.664,0.0,7.0,36.912.310.875
0,18100,73356.0,86885.0,10.0,0.0,0.0,73.746.710.533,3.0,12.0,31.571.018.889
0,12000,63019.0,74204.0,6.0,0.0,0.0,98.591.738.332,2.0,14.0,24.490.438.355
0,32700,14955.0,38584.0,29.0,0.0,0.0,19.798.631.477,0.0,14.0,41.529.096.268
0,26400,73679.0,98614.0,10.0,0.0,0.0,15.162.870.365,0.0,20.0,38.159.622.791
0,11400,51203.0,60716.0,2.0,0.0,0.0,99.104.082.616,0.0,20.0,38.235.312.929
0,22900,136032.0,180899.0,21.0,0.0,0.0,24.034.747.113,0.0,24.0,41.596.747.473
0,17400,24687.0,37391.0,2.0,0.0,0.0,21.774.427.464,0.0,16.0,38.251.392.033
0,12800,58592.0,87002.0,13.0,0.0,0.0,13.953.084.276,0.0,24.0,37.531.077.087
0,11900,97506.0,110902.0,17.0,0.0,1.0,19.656.812.795,2.0,15.0,3.799.899.138
0,28900,135770.0,188368.0,0.0,1.0,0.0,22.975.322.241,2.0,19.0,40.631.871.388
0,11000,92521.0,110704.0,13.0,0.0,0.0,20.889.848.526,2.0,16.0,39.250.433.285
0,25100,137489.0,168216.0,7.0,1.0,0.0,21.120.898.093,1.0,20.0,34.767.948.845
0,27300,149950.0,177309.0,6.0,0.0,0.0,32.816.812.274,0.0,35.0,39.159.553.757
0,11000,46093.0,60563.0,4.0,0.0,0.0,19.048.216.428,1.0,21.0,29.578.148.133.000.000
0,9800,58936.0,78078.0,19.0,0.0,0.0,15.214.012.571,0.0,11.0,32.188.760.518
0,24300,236390.0,262210.0,6.0,0.0,0.0,24.307.790.007,2.0,50.0,36.906.664.969
0,15900,68304.0,92271.0,1.0,1.0,2.0,11.322.840.343,2.0,25.0,32.881.846.931
0,18100,23928.0,55734.0,17.0,0.0,0.0,17.589.535.449,0.0,19.0,37.945.522.273
0,11300,46120.0,52911.0,19.0,0.0,0.0,22.944.157.776,1.0,17.0,36.334.814.357
0,28800,204455.0,245685.0,8.0,0.0,0.0,12.339.674.713,1.0,42.0,42.345.471.385
0,21100,91479.0,127110.0,25.0,0.0,0.0,27.946.823.675,3.0,16.0,33.078.522.222
0,16900,53252.0,89720.0,29.0,0.0,0.0,20.458.793.388,0.0,22.0,33.016.153.118.000.000
0,10600,43676.0,61576.0,6.0,0.0,0.0,84.839.126.053,1.0,10.0,30.868.137.501
0,22500,57762.0,95790.0,3.0,0.0,0.0,15.171.506.582,1.0,21.0,34.863.596.079.000.000
0,18800,166737.0,199303.0,9.0,0.0,0.0,27.088.268.753,1.0,38.0,25.532.128.786.999.900
0,21500,110712.0,178045.0,6.0,0.0,0.0,21.260.407.973,4.0,24.0,43.310.856.295
0,18100,112832.0,182418.0,8.0,0.0,0.0,23.007.213.106,3.0,23.0,40.298.698.909
0,30000,109583.0,153132.0,10.0,0.0,0.0,16.238.400.719.999.900,1.0,16.0,33.760.305.236
0,27200,58383.0,92484.0,22.0,1.0,2.0,17.007.232.349,1.0,20.0,23.809.820.262
0,10500,27180.0,86978.0,22.0,0.0,0.0,23.072.115.441,0.0,10.0,25.753.010.226
0,20900,60553.0,91364.0,1.0,0.0,0.0,75.563.803.334,0.0,22.0,37.411.200.653
0,8100,84822.0,123854.0,31.0,0.0,0.0,3.407.444.307,2.0,38.0,36.205.114.552
0,18400,48970.0,69559.0,20.0,0.0,0.0,17.801.583.301,0.0,23.0,39.707.988.066.999.900
0,27400,46575.0,85263.0,1.0,0.0,0.0,15.564.704.116,2.0,19.0,39.489.317.201.999.900
0,10500,47483.0,53877.0,9.0,0.0,0.0,11.705.239.472,0.0,26.0,21.446.281.709
0,22700,73280.0,92961.0,8.0,0.0,1.0,10.957.029.237,3.0,26.0,34.614.422.556
0,15100,101378.0,143229.0,12.0,0.0,0.0,12.953.731.519,4.0,21.0,36.776.212.768
0,26900,98324.0,129210.0,0.0,1.0,0.0,18.520.581.113,3.0,38.0,34.650.649.126
0,22300,59809.0,90883.0,2.0,0.0,0.0,16.140.290.565,1.0,22.0,36.174.251.253
0,18700,110292.0,132953.0,7.0,0.0,0.0,10.542.488.759.999.900,0.0,14.0,30.552.752.321
0,28900,134509.0,211558.0,10.0,0.0,0.0,24.784.445.257,2.0,27.0,20.610.706.647
0,20200,61303.0,97780.0,17.0,0.0,1.0,6.321.031.857,1.0,24.0,20.737.039.009
0,18000,49255.0,61752.0,8.0,0.0,0.0,12.206.196.718,3.0,49.0,30.033.722.381.999.900
0,24100,95549.0,112283.0,22.0,0.0,0.0,24.334.973.257,0.0,28.0,39.082.696.629.000.000
0,11700,95411.0,117927.0,14.0,0.0,0.0,17.792.669.579,1.0,17.0,34.490.564.131
0,27400,100951.0,149305.0,21.0,0.0,0.0,19.453.302.791,0.0,13.0,41.644.172.047
0,23600,87875.0,139025.0,10.0,0.0,0.0,11.291.251.455,2.0,15.0,38.505.897.276.999.900
0,9200,52531.0,66491.0,11.0,0.0,0.0,12.222.853.426,1.0,19.0,32.657.628.893
0,17800,107736.0,113100.0,1.0,0.0,0.0,13.512.322.489,2.0,20.0,38.937.112.238.000.000
0,27800,19600.0,50594.0,24.0,0.0,0.0,13.723.404.427,1.0,10.0,24.522.374.645
0,33200,140690.0,195001.0,21.0,0.0,0.0,17.724.755.403,0.0,22.0,38.981.210.278
0,10300,75483.0,99345.0,3.0,0.0,0.0,13.379.051.006,0.0,25.0,34.887.236.085
0,23600,136607.0,172414.0,6.0,0.0,0.0,22.604.029.456,0.0,20.0,36.976.930.394
0,19200,83591.0,109772.0,4.0,0.0,0.0,10.149.881.202,1.0,25.0,37.077.041.528
0,22400,91402.0,100845.0,2.0,1.0,0.0,13.221.662.181,0.0,20.0,35.682.471.229
0,24000,96072.0,122441.0,10.0,0.0,0.0,127.741.782,1.0,24.0,33.608.037.305
0,16500,64081.0,100796.0,22.0,0.0,1.0,24.394.168.588,1.0,24.0,38.327.816.354
0,9800,56188.0,90143.0,17.0,0.0,0.0,17.141.365.835,0.0,29.0,25.621.650.411.999.900
0,53700,25813.0,78955.0,3.0,2.0,0.0,24.351.485.546,7.0,14.0,4.299.845.603.399.990
0,13300,81574.0,103760.0,6.0,0.0,0.0,11.891.849.399,0.0,27.0,24.769.621.931
0,17000,27088.0,166437.0,7.0,0.0,0.0,30.667.417.105,0.0,27.0,26.156.717.881
0,13500,109258.0,126101.0,2.0,0.0,0.0,13.077.656.998,1.0,25.0,33.539.887.477
0,17900,37265.0,53214.0,2.0,0.0,0.0,25.996.383.104,0.0,34.0,39.831.500.564
0,9700,53527.0,58605.0,4.0,0.0,0.0,7.558.454.258.100.000,3.0,12.0,36.709.538.909
0,62700,120598.0,207803.0,9.0,0.0,0.0,30.431.461.506,2.0,26.0,36.436.251.811.999.900
0,11200,17411.0,86102.0,10.0,0.0,0.0,26.797.010.945,0.0,13.0,22.089.199.918.000.000
0,25800,112388.0,180313.0,16.0,0.0,0.0,29.554.600.578,0.0,31.0,33.241.096.010.999.900
0,11600,33379.0,51821.0,31.0,0.0,0.0,2.471.205.918,0.0,19.0,23.661.084.029
0,14700,49264.0,68591.0,9.0,0.0,0.0,23.783.915.914,0.0,18.0,3.125.670.012
0,15700,122646.0,204282.0,2.0,0.0,0.0,20.192.370.782,0.0,17.0,2.631.831.366
0,18200,16386.0,170310.0,23.0,0.0,0.0,73.007.277.303,2.0,20.0,29.804.601.445
0,13600,90519.0,110885.0,12.0,0.0,0.0,20.183.559.082,3.0,16.0,39.666.054.406
0,8600,42226.0,50386.0,21.0,1.0,0.0,22.332.646.239,0.0,17.0,34.927.866.116
0,14200,94696.0,121528.0,10.0,0.0,0.0,20.905.180.452,0.0,12.0,3.964.882.408
0,8200,58536.0,66546.0,1.0,0.0,2.0,11.839.735.837,2.0,17.0,3.471.164.955
0,21800,90065.0,122335.0,3.0,0.0,0.0,21.269.546.756,1.0,26.0,3.484.691.939
0,27000,45880.0,82425.0,21.0,0.0,0.0,21.264.422.077,0.0,27.0,36.997.793.604
0,16200,62783.0,94394.0,1.0,0.0,0.0,16.742.934.703,0.0,25.0,23.691.156.853.000.000
0,18700,136790.0,178135.0,12.0,0.0,0.0,24.695.441.969,0.0,21.0,3.011.861.356
0,15800,103537.0,111139.0,3.0,0.0,1.0,25.226.775.758,1.0,34.0,27.674.063.965
0,30200,20956.0,39333.0,0.0,1.0,0.0,73.391.797.524,0.0,7.0,13.495.367.368
0,17400,166345.0,202989.0,10.0,0.0,0.0,27.606.634.632,0.0,37.0,24.356.593.556.999.900
0,30500,113822.0,148478.0,10.0,0.0,0.0,16.578.827.835,0.0,16.0,31.163.207.005
0,19400,39334.0,103578.0,6.0,0.0,0.0,12.753.051.609.999.900,0.0,15.0,31.367.627.185
0,12700,59440.0,88690.0,0.0,0.0,0.0,12.915.261.505,3.0,11.0,37.838.273.531
0,31300,119911.0,171916.0,16.0,0.0,0.0,14.044.947.135,0.0,16.0,27.689.910.704.000.000
0,10200,80969.0,100937.0,9.0,0.0,0.0,16.874.982.105,4.0,21.0,39.698.429.807
0,18700,69954.0,104510.0,10.0,0.0,0.0,21.124.331.121,2.0,13.0,33.549.858.765
0,14500,78503.0,90558.0,19.0,0.0,0.0,25.045.228.937,10.0,24.0,36.876.234.534
0,33900,13154.0,62208.0,1.0,0.0,0.0,11.198.065.696,1.0,5.0,37.466.977.302
0,12900,89510.0,102628.0,20.0,0.0,0.0,11.785.717.268,3.0,24.0,28.537.354.091.999.900
0,20500,67852.0,97944.0,14.0,0.0,0.0,14.100.534.478,0.0,14.0,36.609.389.404
0,13000,88614.0,116994.0,13.0,0.0,2.0,1.888.241.991,0.0,28.0,32.619.501.636
0,23900,140328.0,183533.0,8.0,0.0,0.0,32.278.811.436,0.0,17.0,45.413.177.555
0,24200,49798.0,67458.0,6.0,0.0,0.0,68.931.110.225,2.0,18.0,3.646.436.586
0,32200,118793.0,171024.0,16.0,0.0,0.0,11.960.347.765,1.0,16.0,29.011.327.721
0,11000,48538.0,63805.0,9.0,0.0,0.0,88.606.023.456,0.0,22.0,38.026.151.095
0,13700,74015.0,113766.0,7.0,0.0,0.0,75.892.415.281,2.0,14.0,36.395.366.326
0,26300,58369.0,88124.0,7.0,0.0,0.0,23.422.154.725,1.0,20.0,37.158.294.824
0,21700,88313.0,139567.0,11.0,0.0,0.0,89.839.558.205,3.0,14.0,3.909.887.429
0,13900,64356.0,88028.0,13.0,0.0,0.0,1.118.099.755,0.0,24.0,39.008.508.115
0,17300,20798.0,37980.0,2.0,0.0,0.0,21.930.936.478,0.0,16.0,37.763.211.014
0,29700,100657.0,148653.0,14.0,0.0,0.0,22.192.531.148,0.0,40.0,42.302.907.328
0,18100,81916.0,104048.0,0.0,0.0,0.0,1.544.259.959,0.0,18.0,33.678.025.773
0,17100,54598.0,115838.0,14.0,0.0,0.0,24.729.589.655,0.0,20.0,25.632.116.425
0,17400,102228.0,115898.0,0.0,0.0,0.0,14.419.816.755,0.0,30.0,35.114.150.348
0,10000,59828.0,72489.0,18.0,0.0,0.0,15.724.366.245,1.0,11.0,31.626.821.934.000.000
0,25300,139427.0,245988.0,28.0,0.0,0.0,36.611.015.141,1.0,18.0,3.627.844.415
0,11600,89205.0,128462.0,10.0,0.0,0.0,12.812.359.751,0.0,21.0,37.523.324.709
0,22100,45993.0,67208.0,8.0,0.0,1.0,60.457.004.767,2.0,18.0,34.780.920.331
0,10700,48322.0,64383.0,0.0,1.0,0.0,18.525.673.471,2.0,12.0,28.030.801.551
0,4400,53969.0,63869.0,7.0,0.0,3.0,16.239.001.067,0.0,30.0,23.581.079.239
0,13200,81654.0,114333.0,5.0,0.0,0.0,97.962.961.658,1.0,13.0,33.743.367.654.000.000
0,14900,101179.0,117405.0,2.0,0.0,0.0,13.393.050.973,1.0,22.0,35.547.407.219
0,28600,85174.0,127306.0,1.0,0.0,0.0,19.307.391.349,1.0,24.0,40.656.248.579
0,16300,66038.0,98585.0,1.0,0.0,0.0,1.620.654.119,3.0,19.0,3.275.346.067
0,8300,57503.0,72704.0,18.0,0.0,0.0,15.659.370.755,0.0,11.0,33.337.118.756
0,12600,49986.0,67896.0,3.0,0.0,0.0,1.901.599.072,1.0,17.0,29.266.317.175
0,26400,130672.0,212536.0,10.0,0.0,0.0,22.150.683.161,3.0,26.0,20.269.918.789.000.000
0,23500,94109.0,97194.0,1.0,1.0,0.0,11.681.864.817,0.0,20.0,35.866.116.431
0,15600,62622.0,106824.0,9.0,0.0,0.0,26.102.141.544,0.0,11.0,3.497.887.956
0,32400,51220.0,106361.0,3.0,0.0,0.0,17.236.214.796,2.0,24.0,36.489.097.213
0,14600,6871.0,52457.0,4.0,0.0,0.0,31.724.400.167,0.0,16.0,17.617.908.723
0,17500,73071.0,94267.0,1.0,0.0,0.0,16.045.470.053,3.0,19.0,32.276.809.318.000.000
0,8600,76703.0,100862.0,0.0,0.0,1.0,17.455.712.019,0.0,31.0,34.386.230.664
0,21700,188525.0,234269.0,0.0,0.0,0.0,3.015.210.741,0.0,26.0,37.339.520.058.000.000
0,30900,230978.0,291013.0,12.0,0.0,1.0,26.839.423.798,1.0,26.0,26.248.190.691.999.900
0,22100,132417.0,170643.0,4.0,0.0,0.0,18.003.687.676,0.0,37.0,21.236.090.456
0,18600,20915.0,40098.0,2.0,0.0,0.0,21.345.053.689,0.0,16.0,40.250.033.734
0,3900,102143.0,118742.0,2.0,0.0,0.0,8.527.736.557.899.990,0.0,13.0,29.343.921.089.000.000
0,26900,67144.0,92923.0,16.0,0.0,0.0,89.112.173.485,1.0,17.0,32.791.478.032
0,14000,46541.0,64338.0,0.0,0.0,0.0,20.440.944.332,1.0,12.0,28.364.798.507
0,8800,56963.0,70607.0,4.0,0.0,0.0,9.976.441.458,3.0,19.0,40.345.260.733
0,16900,30856.0,56961.0,11.0,0.0,0.0,11.681.770.737,1.0,10.0,20.344.582.168
0,10100,47426.0,68820.0,16.0,0.0,4.0,2.207.609.123,0.0,36.0,2.401.951.269
0,18300,90099.0,118545.0,12.0,0.0,0.0,14.051.585.064,3.0,18.0,38.899.231.691
0,16400,65898.0,85424.0,10.0,0.0,1.0,17.353.321.041,0.0,14.0,26.931.994.858.000.000
0,24000,43427.0,68308.0,25.0,0.0,0.0,30.277.226.199,2.0,31.0,34.871.855.161.999.900
0,17500,46636.0,72908.0,7.0,0.0,0.0,11.023.090.719,3.0,15.0,41.512.292.086
0,21800,41582.0,71574.0,25.0,0.0,0.0,30.873.705.314,2.0,32.0,34.369.367.561
0,11800,79131.0,102263.0,5.0,0.0,0.0,10.525.389.259,0.0,34.0,36.070.978.869
0,28700,67951.0,106093.0,11.0,0.0,0.0,26.374.392.226,0.0,32.0,40.212.234.830.999.900
0,21100,61427.0,83722.0,19.0,0.0,0.0,22.055.353.362,0.0,21.0,3.272.762.776
0,23400,72262.0,94646.0,2.0,0.0,0.0,10.599.926.564,1.0,29.0,31.840.635.100.000.000
0,19400,109812.0,172705.0,5.0,0.0,0.0,20.410.541.489,3.0,23.0,4.333.840.720.600.000
0,35500,142713.0,196335.0,21.0,0.0,0.0,19.186.611.752,1.0,22.0,35.647.442.566
0,28500,84908.0,108385.0,10.0,0.0,0.0,38.428.504.689,0.0,45.0,41.342.010.941.999.900
0,28400,106020.0,206030.0,22.0,0.0,0.0,18.875.246.946,0.0,18.0,2.533.037.232
0,21400,90912.0,121714.0,3.0,0.0,0.0,22.151.542.597,2.0,26.0,34.885.541.428
0,12900,90646.0,100744.0,19.0,0.0,0.0,14.120.846.058,3.0,23.0,31.526.379.711
0,25500,73083.0,126995.0,1.0,0.0,0.0,28.920.089.863,1.0,24.0,37.316.207.651.999.900
0,10400,66044.0,83531.0,12.0,0.0,0.0,24.151.415.322,0.0,31.0,45.569.842.652
0,19700,33529.0,61209.0,17.0,0.0,0.0,11.215.874.119,0.0,18.0,40.725.296.117
0,13800,75142.0,95667.0,19.0,0.0,0.0,23.045.755.435,10.0,24.0,33.383.314.175
0,9900,117003.0,219783.0,1.0,0.0,0.0,13.076.638.619,0.0,14.0,25.622.610.896.999.900
0,12900,31498.0,42695.0,14.0,0.0,0.0,55.021.588.949,0.0,9.0,31.992.753.481.999.900
0,27600,73846.0,100216.0,12.0,0.0,0.0,28.237.066.144,1.0,33.0,38.191.251.339.000.000
0,21400,92241.0,133791.0,11.0,0.0,0.0,81.446.380.314,3.0,15.0,41.395.461.831
0,59200,43877.0,74768.0,5.0,0.0,0.0,10.255.031.718,0.0,21.0,31.304.267.434
0,58000,39436.0,75446.0,2.0,0.0,0.0,10.220.935.816,0.0,20.0,30.164.553.563.000.000
0,25100,24205.0,54464.0,25.0,0.0,0.0,11.644.076.966,0.0,11.0,22.459.369.364
0,26900,47882.0,78854.0,11.0,0.0,0.0,13.234.739.209,0.0,19.0,41.130.706.684
0,17000,86341.0,133564.0,15.0,0.0,0.0,30.767.385.711,0.0,18.0,28.368.210.586
0,15800,24939.0,39285.0,2.0,0.0,0.0,20.903.744.147,0.0,16.0,38.888.128.371
0,28200,44363.0,72966.0,16.0,1.0,0.0,82.270.594.585,6.0,16.0,34.980.525.368
0,12900,56957.0,73181.0,29.0,1.0,3.0,17.909.616.602,1.0,23.0,36.394.795.447
0,27300,37636.0,73328.0,12.0,0.0,0.0,80.792.693.759,6.0,16.0,34.268.228.014
0,16800,62557.0,95747.0,0.0,0.0,0.0,18.818.900.504,1.0,31.0,35.285.844.744
0,12000,35028.0,55079.0,23.0,0.0,1.0,10.863.396.857,0.0,23.0,40.797.457.548.000.000
0,43000,18388.0,64896.0,20.0,0.0,0.0,20.706.646.325,0.0,31.0,4.077.787.713
0,16100,51041.0,72749.0,8.0,0.0,0.0,90.325.950.674,2.0,15.0,43.897.730.329
0,8500,50569.0,60940.0,6.0,0.0,0.0,18.994.689.772,0.0,22.0,29.202.476.735
0,10300,74624.0,96697.0,7.0,0.0,0.0,21.723.532.123,3.0,28.0,41.511.300.788
